Country,Sex,Age_Group,Income,Happiness,Mental_Health,Enrollment,Unemployment,Decriminalization,Imprisonment days,Drug law offences,Number of sites with NSP,Total Direct Expenditure,Risk
Portugal,2,12,32272,68,87,65,7,0.8,0,8308.0,252,71.7,0.0
Portugal,2,12,27098,70,88,66,7,0.8,0,8308.0,252,71.7,0.0
Portugal,2,12,36805,51,88,67,7,0.8,0,8308.0,252,71.7,3.747673552176133e-05
Portugal,2,12,34334,51,88,68,9,0.8,0,8308.0,252,71.7,0.0
Portugal,2,12,17527,50,87,69,10,0.8,0,8308.0,252,71.7,0.0802823566892334
Portugal,2,12,30604,49,89,70,12,0.8,0,8308.0,252,71.7,0.0001542525814963
Portugal,2,12,27163,51,84,71,15,0.8,0,8308.0,252,71.7,0.0
Portugal,2,12,16851,50,85,77,16,0.8,0,8308.0,252,71.7,9.689333736608644e-05
Portugal,2,12,56617,55,83,74,13,0.8,0,8308.0,252,71.7,0.0
Portugal,2,12,21907,57,84,0,12,0.8,0,8308.0,252,71.7,0.0
Portugal,2,12,20230,58,83,0,11,0.8,0,8308.0,252,71.7,0.1839173281231366
Portugal,2,12,23555,60,83,0,8,0.8,0,8308.0,252,71.7,0.0
Portugal,2,12,32564,57,84,0,6,0.8,0,8308.0,252,71.7,0.1475774042360054
Portugal,2,12,48231,60,84,0,6,0.8,0,8308.0,252,71.7,0.0
Sweden,2,12,36048,68,53,80,10,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,27641,68,52,89,8,0.0,1095,118105.0,27,62.5,9.69564492037225e-05
Sweden,2,12,53466,70,54,91,7,0.0,1095,118105.0,27,62.5,5.313637468185304e-05
Sweden,2,12,38560,71,54,90,5,0.0,1095,118105.0,27,62.5,3.739617265767119e-05
Sweden,2,12,36658,70,55,89,4,0.0,1095,118105.0,27,62.5,0.0001755464396267
Sweden,2,12,48542,70,55,90,4,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,38263,74,54,88,5,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,36896,70,55,68,6,0.0,1095,118105.0,27,62.5,0.0001193954684986
Sweden,2,12,42911,71,54,71,7,0.0,1095,118105.0,27,62.5,2.1014581085383088e-05
Sweden,2,12,38966,76,55,72,7,0.0,1095,118105.0,27,62.5,0.0001191639560744
Sweden,2,12,45941,71,55,73,6,0.0,1095,118105.0,27,62.5,2.1045209178373583e-05
Sweden,2,12,56399,76,54,73,6,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,33381,74,53,72,8,0.0,1095,118105.0,27,62.5,2.0089128842769692e-05
Sweden,2,12,35333,74,53,70,8,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,53071,74,55,67,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,28001,75,53,65,7,0.0,1095,118105.0,27,62.5,0.000226036062076
Sweden,2,12,39535,72,53,81,8,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,54573,73,53,79,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,12,40762,71,53,0,7,0.0,1095,118105.0,27,62.5,2.8346523983138706e-07
Sweden,2,12,48158,72,55,0,6,0.0,1095,118105.0,27,62.5,0.0002343235989424
Sweden,2,12,32778,74,52,0,6,0.0,1095,118105.0,27,62.5,7.104133491330214e-05
Sweden,2,12,74764,73,53,0,6,0.0,1095,118105.0,27,62.5,0.0
Belgium,2,13,27773,68,45,80,9,1.0,0,52262.0,70,139.0,0.0001036571388812
Belgium,2,13,35926,68,46,89,8,1.0,0,52262.0,70,139.0,0.050301857836428
Belgium,2,13,36593,69,44,91,6,1.0,0,52262.0,70,139.0,0.0496240421472943
Belgium,2,13,39576,68,48,97,6,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,42550,70,47,99,6,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,32356,74,46,100,7,1.0,0,52262.0,70,139.0,5.271117884021045e-05
Belgium,2,13,42947,71,46,69,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,50921,70,48,70,8,1.0,0,52262.0,70,139.0,7.462170503507451e-05
Belgium,2,13,33906,70,48,71,8,1.0,0,52262.0,70,139.0,3.800857993003571e-05
Belgium,2,13,42701,70,47,71,7,1.0,0,52262.0,70,139.0,0.0642735309987858
Belgium,2,13,42178,67,50,70,6,1.0,0,52262.0,70,139.0,6.03039674215365e-05
Belgium,2,13,33532,70,51,70,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,18587,69,50,69,8,1.0,0,52262.0,70,139.0,9.31621901067392e-06
Belgium,2,13,31000,71,51,69,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,20615,71,50,68,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,21390,69,52,100,8,1.0,0,52262.0,70,139.0,3.766211074638393e-06
Belgium,2,13,37025,69,49,100,8,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,37364,69,49,0,8,1.0,0,52262.0,70,139.0,0.0001630706775225
Belgium,2,13,30449,69,50,0,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,55199,68,51,0,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,13,64797,66,51,0,5,1.0,0,52262.0,70,139.0,3.742143512673934e-05
Finland,2,13,26062,69,53,83,15,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,22517,70,54,84,14,0.0,180,27990.0,71,76.2,5.584807784738452e-05
Finland,2,13,33715,69,52,84,13,0.0,180,27990.0,71,76.2,0.0920528588906157
Finland,2,13,36552,69,54,86,11,0.0,180,27990.0,71,76.2,0.1922622902648381
Finland,2,13,41587,71,52,89,11,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,23996,70,53,90,10,0.0,180,27990.0,71,76.2,0.1007373805865088
Finland,2,13,47724,69,53,90,10,0.0,180,27990.0,71,76.2,0.2023845686374249
Finland,2,13,40757,78,50,77,10,0.0,180,27990.0,71,76.2,0.3019743894953181
Finland,2,13,53302,71,51,77,8,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,40505,76,49,78,7,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,43893,70,51,78,6,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,40395,73,51,77,8,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,40935,75,51,77,8,0.0,180,27990.0,71,76.2,1.6257589124362646e-05
Finland,2,13,31509,74,54,76,7,0.0,180,27990.0,71,76.2,2.6050115853220253e-05
Finland,2,13,43195,73,51,75,7,0.0,180,27990.0,71,76.2,0.1533522397397134
Finland,2,13,28814,74,50,97,8,0.0,180,27990.0,71,76.2,0.1558891010702746
Finland,2,13,34107,76,50,97,8,0.0,180,27990.0,71,76.2,0.1596495978750983
Finland,2,13,34179,78,50,0,9,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,30025,79,48,0,8,0.0,180,27990.0,71,76.2,0.0
Finland,2,13,49006,77,48,0,8,0.0,180,27990.0,71,76.2,0.1723076287802567
Finland,2,13,47140,80,48,0,7,0.0,180,27990.0,71,76.2,0.6734072532993
Finland,2,13,45770,79,50,0,6,0.0,180,27990.0,71,76.2,0.2994403828557877
Finland,2,13,29045,78,40,0,7,0.0,180,27990.0,71,76.2,0.1619148497213863
France,2,13,12341,70,71,87,10,0.0,365,352473.0,500,205.8,0.0
France,2,13,13679,69,71,87,8,0.0,365,352473.0,500,205.8,0.008392496476133
France,2,13,22644,70,71,86,8,0.0,365,352473.0,500,205.8,3.837302572062266e-05
France,2,13,43638,71,72,86,8,0.0,365,352473.0,500,205.8,0.0
France,2,13,34717,64,70,86,8,0.0,365,352473.0,500,205.8,9.55410640369052e-05
France,2,13,38392,70,72,89,8,0.0,365,352473.0,500,205.8,2.9537907395103597e-05
France,2,13,34104,70,72,88,8,0.0,365,352473.0,500,205.8,0.0
France,2,13,49853,60,71,88,7,0.0,365,352473.0,500,205.8,5.219969395161577e-05
France,2,13,41567,65,69,87,7,0.0,365,352473.0,500,205.8,3.924063381605592e-05
France,2,13,36059,70,68,86,8,0.0,365,352473.0,500,205.8,0.0108283731442468
France,2,13,33354,64,67,87,8,0.0,365,352473.0,500,205.8,0.0
France,2,13,36378,65,66,87,8,0.0,365,352473.0,500,205.8,0.0001189958412743
France,2,13,41487,64,67,87,9,0.0,365,352473.0,500,205.8,3.458958262054855e-05
France,2,13,48997,63,66,87,9,0.0,365,352473.0,500,205.8,1.8197921660092787e-05
France,2,13,32994,63,65,88,10,0.0,365,352473.0,500,205.8,2.9323815836110376e-05
France,2,13,41962,64,66,0,10,0.0,365,352473.0,500,205.8,0.0
France,2,13,33832,64,67,0,10,0.0,365,352473.0,500,205.8,5.432113519745923e-05
France,2,13,38713,67,65,0,9,0.0,365,352473.0,500,205.8,0.0
Germany,2,13,40242,68,47,97,9,1.0,0,375379.0,349,343.2,5.029799732345128e-06
Germany,2,13,11841,69,45,98,8,1.0,0,375379.0,349,343.2,1.1625640901895263e-05
Germany,2,13,41171,70,47,99,7,1.0,0,375379.0,349,343.2,0.0129661526093056
Germany,2,13,38522,71,46,100,7,1.0,0,375379.0,349,343.2,0.0131264006678379
Germany,2,13,46046,69,46,100,8,1.0,0,375379.0,349,343.2,4.171245135888879e-05
Germany,2,13,44291,66,44,100,9,1.0,0,375379.0,349,343.2,0.0
Germany,2,13,31351,70,47,100,10,1.0,0,375379.0,349,343.2,0.0156650825286794
Germany,2,13,13445,63,49,99,11,1.0,0,375379.0,349,343.2,0.008506437814917
Germany,2,13,31128,65,49,98,10,1.0,0,375379.0,349,343.2,0.0092481989133558
Germany,2,13,9708,67,49,95,8,1.0,0,375379.0,349,343.2,2.7553549952452294e-06
Germany,2,13,27866,68,51,94,7,1.0,0,375379.0,349,343.2,0.0
Germany,2,13,25743,64,52,92,7,1.0,0,375379.0,349,343.2,0.0002286699092092
Germany,2,13,44071,65,51,92,6,1.0,0,375379.0,349,343.2,0.0001236892442325
Germany,2,13,55630,69,51,90,5,1.0,0,375379.0,349,343.2,0.0
Germany,2,13,42306,69,50,88,5,1.0,0,375379.0,349,343.2,4.933206352099135e-06
Germany,2,13,3331,71,53,87,5,1.0,0,375379.0,349,343.2,4.021938601487506e-05
Germany,2,13,67099,69,52,86,4,1.0,0,375379.0,349,343.2,0.0146858497063595
Germany,2,13,26634,70,50,0,4,1.0,0,375379.0,349,343.2,4.2667605467236606e-05
Germany,2,13,27933,69,52,0,4,1.0,0,375379.0,349,343.2,0.0133940425786239
Germany,2,13,31244,71,50,0,3,1.0,0,375379.0,349,343.2,0.0
Germany,2,13,47631,72,51,0,3,1.0,0,375379.0,349,343.2,8.309746812816264e-05
Germany,2,13,68656,71,50,0,3,1.0,0,375379.0,349,343.2,0.0129023684085825
Germany,2,13,66411,69,40,0,3,1.0,0,375379.0,349,343.2,0.0
Hungary,2,13,14475,69,20,100,10,0.0,730,7504.0,33,5.4,5.645303133981128e-05
Hungary,2,13,20015,68,16,100,8,0.0,730,7504.0,33,5.4,0.0001268898428827
Hungary,2,13,20749,70,14,100,6,0.0,730,7504.0,33,5.4,7.120909533379448e-05
Hungary,2,13,14575,52,14,100,5,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,19967,50,14,99,7,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,27724,69,15,98,7,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,14563,49,14,97,7,0.0,730,7504.0,33,5.4,9.509703430648818e-05
Hungary,2,13,29651,47,15,95,7,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,24693,49,13,94,10,0.0,730,7504.0,33,5.4,3.418593054813497e-05
Hungary,2,13,23938,46,13,93,11,0.0,730,7504.0,33,5.4,0.0002206166373072
Hungary,2,13,13840,49,14,91,11,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,26248,51,14,89,11,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,19397,52,14,92,10,0.0,730,7504.0,33,5.4,2.336749513752929e-05
Hungary,2,13,29111,54,12,88,7,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,16246,60,12,0,6,0.0,730,7504.0,33,5.4,0.0
Hungary,2,13,30884,59,13,0,5,0.0,730,7504.0,33,5.4,7.388637156151676e-05
Hungary,2,13,25986,59,13,0,4,0.0,730,7504.0,33,5.4,2.577958484728595e-05
Hungary,2,13,15186,60,12,0,3,0.0,730,7504.0,33,5.4,0.0001050595498455
Hungary,2,13,20986,58,13,0,3,0.0,730,7504.0,33,5.4,1.4042654502400445e-05
Italy,2,13,47195,67,46,76,8,1.0,0,61997.0,137,278.5,0.0
Italy,2,13,43009,69,47,75,7,1.0,0,61997.0,137,278.5,3.705527274897287e-05
Italy,2,13,41881,65,48,75,7,1.0,0,61997.0,137,278.5,7.536091994530296e-06
Italy,2,13,41168,67,46,76,6,1.0,0,61997.0,137,278.5,4.341822329612905e-05
Italy,2,13,32664,61,48,76,6,1.0,0,61997.0,137,278.5,2.621149975275126e-05
Italy,2,13,62620,64,47,76,6,1.0,0,61997.0,137,278.5,0.0148367336055584
Italy,2,13,45459,60,47,76,7,1.0,0,61997.0,137,278.5,3.769703495641857e-05
Italy,2,13,45279,57,49,77,8,1.0,0,61997.0,137,278.5,0.0001567987485522
Italy,2,13,33265,60,48,77,8,1.0,0,61997.0,137,278.5,2.612931205591607e-05
Italy,2,13,35452,59,48,76,10,1.0,0,61997.0,137,278.5,3.47582829692792e-05
Italy,2,13,48076,57,51,77,12,1.0,0,61997.0,137,278.5,9.807727519053616e-05
Italy,2,13,23999,59,52,77,12,1.0,0,61997.0,137,278.5,0.0
Italy,2,13,20195,61,51,0,11,1.0,0,61997.0,137,278.5,0.0
Italy,2,13,29621,66,50,0,11,1.0,0,61997.0,137,278.5,0.0210581687685061
Italy,2,13,17161,65,50,0,11,1.0,0,61997.0,137,278.5,1.716961259339873e-05
Italy,2,13,32534,65,49,0,10,1.0,0,61997.0,137,278.5,0.0
Italy,2,13,32703,65,49,0,9,1.0,0,61997.0,137,278.5,0.0
Lithuania,2,13,3880,69,37,100,13,0.5,0,3013.0,12,4.7,0.0518761428020461
Lithuania,2,13,15352,70,38,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,9716,71,37,100,15,0.5,0,3013.0,12,4.7,0.0610173475223103
Lithuania,2,13,20360,71,38,100,16,0.5,0,3013.0,12,4.7,0.0001084316015535
Lithuania,2,13,21351,70,38,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,16260,69,36,100,12,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,18543,58,34,100,10,0.5,0,3013.0,12,4.7,6.659155484562357e-05
Lithuania,2,13,19776,56,35,100,8,0.5,0,3013.0,12,4.7,5.386014611032632e-05
Lithuania,2,13,22043,56,35,100,5,0.5,0,3013.0,12,4.7,0.0001224438089207
Lithuania,2,13,29177,55,34,100,4,0.5,0,3013.0,12,4.7,5.330102825341682e-05
Lithuania,2,13,19672,50,33,100,5,0.5,0,3013.0,12,4.7,1.9245659721585483e-05
Lithuania,2,13,24236,52,33,100,13,0.5,0,3013.0,12,4.7,3.912365161121688e-05
Lithuania,2,13,8877,58,33,100,17,0.5,0,3013.0,12,4.7,7.152722174309671e-05
Lithuania,2,13,22556,55,33,100,15,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,23074,60,34,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,15980,56,32,100,11,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,19049,58,33,99,10,0.5,0,3013.0,12,4.7,5.416217688284077e-05
Lithuania,2,13,26130,62,32,0,9,0.5,0,3013.0,12,4.7,2.372748821432304e-05
Lithuania,2,13,5857,63,33,0,7,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,31015,60,32,0,7,0.5,0,3013.0,12,4.7,7.57831096012804e-05
Lithuania,2,13,37298,63,30,0,6,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,42984,63,31,0,6,0.5,0,3013.0,12,4.7,0.0
Lithuania,2,13,55559,62,39,0,8,0.5,0,3013.0,12,4.7,0.000171598489703
Lithuania,2,13,13201,67,41,0,7,0.5,0,3013.0,12,4.7,0.0
Netherlands,2,13,33225,69,64,84,6,1.0,0,18695.0,100,287.9,0.040588792292304
Netherlands,2,13,32266,69,66,81,5,1.0,0,18695.0,100,287.9,0.0001390184767432
Netherlands,2,13,25559,69,64,80,4,1.0,0,18695.0,100,287.9,7.04718796634012e-05
Netherlands,2,13,34324,69,64,78,3,1.0,0,18695.0,100,287.9,0.0392019603216747
Netherlands,2,13,36871,71,66,79,2,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,41184,69,63,80,2,1.0,0,18695.0,100,287.9,5.859153167401632e-05
Netherlands,2,13,22092,67,64,80,2,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,24171,75,63,81,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,26720,69,62,80,4,1.0,0,18695.0,100,287.9,8.258374612547815e-05
Netherlands,2,13,49292,75,60,80,5,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,31146,75,62,81,5,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,77621,69,61,82,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,38022,75,61,83,3,1.0,0,18695.0,100,287.9,0.109494991577897
Netherlands,2,13,43144,75,61,83,4,1.0,0,18695.0,100,287.9,4.84312531044422e-05
Netherlands,2,13,54026,74,60,84,4,1.0,0,18695.0,100,287.9,0.0646793479817866
Netherlands,2,13,34564,74,62,88,4,1.0,0,18695.0,100,287.9,3.315733671251594e-05
Netherlands,2,13,49692,74,63,88,5,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,60977,73,64,90,7,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,23486,76,65,90,7,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,44742,75,67,0,6,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,38893,73,67,0,6,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,56846,73,65,0,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,61159,74,65,0,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,56295,73,66,0,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,2,13,21311,73,39,0,3,1.0,0,18695.0,100,287.9,0.0
Norway,2,13,70652,69,60,67,5,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,44545,70,60,68,4,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,49990,69,59,68,3,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,81883,70,57,70,3,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,41532,69,55,69,3,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,46067,69,58,68,3,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,56281,69,59,69,4,0.0,180,17518.0,1,224.9,0.0001436900966829
Norway,2,13,55438,70,59,71,4,0.0,180,17518.0,1,224.9,3.030291400111845e-05
Norway,2,13,28298,74,60,74,4,0.0,180,17518.0,1,224.9,6.015373293809814e-05
Norway,2,13,60034,69,60,74,4,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,27334,75,62,76,3,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,68129,69,61,78,2,0.0,180,17518.0,1,224.9,8.810396904309123e-05
Norway,2,13,78410,67,59,78,2,0.0,180,17518.0,1,224.9,6.0360681297784185e-05
Norway,2,13,88531,71,59,79,3,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,46347,75,59,80,3,0.0,180,17518.0,1,224.9,4.3089870740332e-05
Norway,2,13,82904,69,58,81,3,0.0,180,17518.0,1,224.9,0.0001345331680662
Norway,2,13,55600,74,61,80,3,0.0,180,17518.0,1,224.9,0.000146234304296
Norway,2,13,57221,76,59,82,3,0.0,180,17518.0,1,224.9,1.602228682711479e-05
Norway,2,13,65390,76,59,81,3,0.0,180,17518.0,1,224.9,8.021409173887618e-05
Norway,2,13,47047,75,59,0,4,0.0,180,17518.0,1,224.9,0.0
Norway,2,13,56401,75,61,0,4,0.0,180,17518.0,1,224.9,0.0002049449599535
Portugal,2,13,31767,69,89,77,4,0.8,0,8308.0,252,71.7,0.1096761071577031
Portugal,2,13,27241,68,90,74,6,0.8,0,8308.0,252,71.7,0.1556497106385923
Portugal,2,13,33311,70,87,65,7,0.8,0,8308.0,252,71.7,0.0001422464901816
Portugal,2,13,15605,71,87,66,7,0.8,0,8308.0,252,71.7,0.0456514004811276
Portugal,2,13,26059,52,87,67,7,0.8,0,8308.0,252,71.7,0.1552582282521675
Portugal,2,13,37063,51,88,68,9,0.8,0,8308.0,252,71.7,0.0495633835586378
Portugal,2,13,31872,49,89,69,10,0.8,0,8308.0,252,71.7,0.1542243305232369
Portugal,2,13,12317,49,87,70,12,0.8,0,8308.0,252,71.7,0.0585756050540381
Portugal,2,13,32289,51,85,71,15,0.8,0,8308.0,252,71.7,0.059988644211505
Portugal,2,13,28523,48,86,77,16,0.8,0,8308.0,252,71.7,0.0654391027490944
Portugal,2,13,20695,55,82,74,13,0.8,0,8308.0,252,71.7,0.0
Portugal,2,13,24319,57,82,0,12,0.8,0,8308.0,252,71.7,0.0
Portugal,2,13,7792,59,84,0,11,0.8,0,8308.0,252,71.7,0.0
Portugal,2,13,25156,61,83,0,8,0.8,0,8308.0,252,71.7,0.0
Portugal,2,13,12134,58,84,0,6,0.8,0,8308.0,252,71.7,0.0
Portugal,2,13,34479,58,83,0,6,0.8,0,8308.0,252,71.7,0.1919649339296157
Sweden,2,13,31577,71,53,80,10,0.0,1095,118105.0,27,62.5,6.254521950970194e-05
Sweden,2,13,24413,69,55,89,8,0.0,1095,118105.0,27,62.5,1.211238356228528e-05
Sweden,2,13,40981,67,53,91,7,0.0,1095,118105.0,27,62.5,5.102574563179322e-05
Sweden,2,13,44810,70,56,90,5,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,53610,69,51,89,4,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,68054,70,54,90,4,0.0,1095,118105.0,27,62.5,5.650420677314787e-05
Sweden,2,13,32969,73,53,88,5,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,55856,69,53,68,6,0.0,1095,118105.0,27,62.5,8.708210724424504e-05
Sweden,2,13,37939,73,53,71,7,0.0,1095,118105.0,27,62.5,4.395711597574576e-05
Sweden,2,13,38941,73,52,72,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,35488,71,54,73,6,0.0,1095,118105.0,27,62.5,0.0001001414418819
Sweden,2,13,54132,72,54,73,6,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,53395,73,54,72,8,0.0,1095,118105.0,27,62.5,3.219858076637178e-05
Sweden,2,13,34721,75,52,70,8,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,51631,74,54,67,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,46689,72,54,65,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,2,13,33457,71,52,81,8,0.0,1095,118105.0,27,62.5,0.1246327500529853
Sweden,2,13,46285,73,53,79,7,0.0,1095,118105.0,27,62.5,5.0810190814522274e-05
Sweden,2,13,35605,71,54,0,7,0.0,1095,118105.0,27,62.5,4.561363948897194e-05
Sweden,2,13,40983,74,56,0,6,0.0,1095,118105.0,27,62.5,1.5285751468909482e-05
Sweden,2,13,46072,71,53,0,6,0.0,1095,118105.0,27,62.5,1.6356941645245418e-05
Sweden,2,13,50685,73,53,0,6,0.0,1095,118105.0,27,62.5,2.4692871232053755e-05
Belgium,2,14,40677,70,46,80,9,1.0,0,52262.0,70,139.0,0.0335497989917269
Belgium,2,14,34294,69,44,89,8,1.0,0,52262.0,70,139.0,0.0338908211209106
Belgium,2,14,47688,70,45,91,6,1.0,0,52262.0,70,139.0,7.373822147373089e-05
Belgium,2,14,35541,69,47,97,6,1.0,0,52262.0,70,139.0,7.817121007101086e-05
Belgium,2,14,45319,68,46,99,6,1.0,0,52262.0,70,139.0,0.0001224208894896
Belgium,2,14,49163,72,49,100,7,1.0,0,52262.0,70,139.0,0.0001050773528542
Belgium,2,14,12554,70,48,69,7,1.0,0,52262.0,70,139.0,0.0001231661718028
Belgium,2,14,46240,70,47,70,8,1.0,0,52262.0,70,139.0,5.569654362610991e-06
Belgium,2,14,29437,70,48,71,8,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,53442,68,50,71,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,18116,69,49,70,6,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,56502,71,50,70,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,46064,69,49,69,8,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,39961,71,49,69,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,42902,69,49,68,7,1.0,0,52262.0,70,139.0,0.0470779633773999
Belgium,2,14,39373,68,49,100,8,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,46366,68,50,100,8,1.0,0,52262.0,70,139.0,1.4194628955094647e-05
Belgium,2,14,40241,68,51,0,8,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,44916,69,49,0,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,44755,69,48,0,7,1.0,0,52262.0,70,139.0,0.0
Belgium,2,14,37352,69,51,0,5,1.0,0,52262.0,70,139.0,0.0579325969142159
Finland,2,14,34019,70,54,83,15,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,37145,69,54,84,14,0.0,180,27990.0,71,76.2,0.0511245039395609
Finland,2,14,34790,68,54,84,13,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,25779,70,53,86,11,0.0,180,27990.0,71,76.2,0.1142041491281694
Finland,2,14,28062,70,53,89,11,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,23543,69,53,90,10,0.0,180,27990.0,71,76.2,1.7935358582534268e-05
Finland,2,14,37753,68,50,90,10,0.0,180,27990.0,71,76.2,0.0661273926180058
Finland,2,14,30785,75,48,77,10,0.0,180,27990.0,71,76.2,0.127710713515044
Finland,2,14,36739,69,49,77,8,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,30100,76,50,78,7,0.0,180,27990.0,71,76.2,1.923803117846171e-05
Finland,2,14,33544,71,48,78,6,0.0,180,27990.0,71,76.2,4.661263695320598e-05
Finland,2,14,25730,72,52,77,8,0.0,180,27990.0,71,76.2,3.795623445558409e-06
Finland,2,14,53580,72,52,77,8,0.0,180,27990.0,71,76.2,0.0001222575446908
Finland,2,14,28204,75,53,76,7,0.0,180,27990.0,71,76.2,5.259758121191729e-05
Finland,2,14,31884,73,52,75,7,0.0,180,27990.0,71,76.2,0.1010859601136594
Finland,2,14,21634,74,49,97,8,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,26626,76,50,97,8,0.0,180,27990.0,71,76.2,7.69992405334968e-05
Finland,2,14,18469,78,49,0,9,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,38243,77,49,0,8,0.0,180,27990.0,71,76.2,0.1283501749813889
Finland,2,14,33308,79,48,0,8,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,60452,77,48,0,7,0.0,180,27990.0,71,76.2,0.1276201061878517
Finland,2,14,33019,77,49,0,6,0.0,180,27990.0,71,76.2,0.0
Finland,2,14,48812,78,40,0,7,0.0,180,27990.0,71,76.2,0.1085895025644954
France,2,14,31699,68,71,87,10,0.0,365,352473.0,500,205.8,0.0050408324726534
France,2,14,22941,68,72,87,8,0.0,365,352473.0,500,205.8,0.0052566709996695
France,2,14,27860,69,72,86,8,0.0,365,352473.0,500,205.8,0.0
France,2,14,40630,70,73,86,8,0.0,365,352473.0,500,205.8,0.0
